Slug,Date,Open,High,Low,Close,Volume,Market Cap
bitcoin,Sep 25/ 2017,3681.58,3950.25,3681.58,3926.07,1374210000,61061100000
bitcoin,Sep 24/ 2017,3796.15,3796.15,3666.9,3682.84,768015000,62954300000
bitcoin,Sep 23/ 2017,3629.92,3819.21,3594.58,3792.4,928114000,60190000000
bitcoin,Sep 22/ 2017,3628.02,3758.27,3553.53,3630.7,1194830000,60152300000
bitcoin,Sep 21/ 2017,3901.47,3916.42,3613.63,3631.04,1411480000,64677600000
bitcoin,Sep 20/ 2017,3916.36,4031.39,3857.73,3905.95,1213830000,64918500000
bitcoin,Sep 19/ 2017,4073.79,4094.07,3868.87,3924.97,1563980000,67520300000
bitcoin,Sep 18/ 2017,3591.09,4079.23,3591.09,4065.2,1943210000,59514100000
bitcoin,Sep 17/ 2017,3606.28,3664.81,3445.64,3582.88,1239150000,59757800000
bitcoin,Sep 16/ 2017,3637.75,3808.84,3487.79,3625.04,1818400000,60271600000
bitcoin,Sep 15/ 2017,3166.3,3733.45,2946.62,3637.52,4148070000,52453500000
bitcoin,Sep 14/ 2017,3875.37,3920.6,3153.86,3154.95,2716310000,64191600000
bitcoin,Sep 13/ 2017,4131.98,4131.98,3789.92,3882.59,2219410000,68432200000
bitcoin,Sep 12/ 2017,4168.88,4344.65,4085.22,4130.81,1864530000,69033400000
bitcoin,Sep 11/ 2017,4122.47,4261.67,4099.4,4161.27,1557330000,68256000000
bitcoin,Sep 10/ 2017,4229.34,4245.44,3951.04,4122.94,1679090000,70018100000
bitcoin,Sep 09/ 2017,4229.81,4308.82,4114.11,4226.06,1386230000,70017200000
bitcoin,Sep 08/ 2017,4605.16,4661,4075.18,4228.75,2700890000,76220200000
bitcoin,Sep 07/ 2017,4589.14,4655.04,4491.33,4599.88,1844620000,75945000000
bitcoin,Sep 06/ 2017,4376.59,4617.25,4376.59,4597.12,2172100000,72418700000
bitcoin,Sep 05/ 2017,4228.29,4427.84,3998.11,4376.53,2697970000,69954400000
bitcoin,Sep 04/ 2017,4591.63,4591.63,4108.4,4236.31,2987330000,75955500000
bitcoin,Sep 03/ 2017,4585.27,4714.08,4417.59,4582.96,1933190000,75841700000
bitcoin,Sep 02/ 2017,4901.42,4975.04,4469.24,4578.77,2722140000,81060600000
bitcoin,Sep 01/ 2017,4701.76,4892.01,4678.53,4892.01,2599080000,77748400000
bitcoin,Aug 31/ 2017,4555.59,4736.05,4549.4,4703.39,1944930000,75322300000
bitcoin,Aug 30/ 2017,4570.36,4626.52,4471.41,4565.3,1937850000,75556600000
bitcoin,Aug 29/ 2017,4389.21,4625.68,4352.13,4579.02,2486080000,72553800000
bitcoin,Aug 28/ 2017,4384.45,4403.93,4224.64,4382.66,1959330000,72467900000
bitcoin,Aug 27/ 2017,4345.1,4416.59,4317.29,4382.88,1537460000,71809200000
bitcoin,Aug 26/ 2017,4372.06,4379.28,4269.52,4352.4,1511610000,72249100000
bitcoin,Aug 25/ 2017,4332.82,4455.7,4307.35,4371.6,1727970000,71595100000
bitcoin,Aug 24/ 2017,4137.6,4376.39,4130.26,4334.68,2037750000,68363900000
bitcoin,Aug 23/ 2017,4089.01,4255.78,4078.41,4151.52,2369820000,67553000000
bitcoin,Aug 22/ 2017,3998.35,4128.76,3674.58,4100.52,3764240000,66051000000
bitcoin,Aug 21/ 2017,4090.48,4109.14,3988.6,4001.74,2800890000,67567100000
bitcoin,Aug 20/ 2017,4189.31,4196.29,4069.88,4087.66,2109770000,69192700000
bitcoin,Aug 19/ 2017,4137.75,4243.26,3970.55,4193.7,2975820000,68333100000
bitcoin,Aug 18/ 2017,4324.34,4370.13,4015.4,4160.62,2941710000,71406500000
bitcoin,Aug 17/ 2017,4384.44,4484.7,4243.71,4331.69,2553360000,72389100000
bitcoin,Aug 16/ 2017,4200.34,4381.23,3994.42,4376.63,2272040000,69342700000
bitcoin,Aug 15/ 2017,4326.99,4455.97,3906.18,4181.93,3258050000,71425500000
bitcoin,Aug 14/ 2017,4066.1,4325.13,3989.16,4325.13,2463090000,67112300000
bitcoin,Aug 13/ 2017,3880.04,4208.39,3857.8,4073.26,3159090000,64034100000
bitcoin,Aug 12/ 2017,3650.63,3949.92,3613.7,3884.71,2219590000,60242100000
bitcoin,Aug 11/ 2017,3373.82,3679.72,3372.12,3650.62,2021190000,55668000000
bitcoin,Aug 10/ 2017,3341.84,3453.45,3319.47,3381.28,1515110000,55134700000
bitcoin,Aug 09/ 2017,3420.4,3422.76,3247.67,3342.47,1468960000,56424900000
bitcoin,Aug 08/ 2017,3370.22,3484.85,3345.83,3419.94,1752760000,55590300000
bitcoin,Aug 07/ 2017,3212.78,3397.68,3180.89,3378.94,1482280000,52987300000
bitcoin,Aug 06/ 2017,3257.61,3293.29,3155.6,3213.94,1105030000,53720900000
bitcoin,Aug 05/ 2017,2897.63,3290.01,2874.83,3252.91,1945700000,47778200000
bitcoin,Aug 04/ 2017,2806.93,2899.33,2743.72,2895.89,1002120000,46276200000
bitcoin,Aug 03/ 2017,2709.56,2813.31,2685.14,2804.73,804797000,44666400000
bitcoin,Aug 02/ 2017,2727.13,2762.53,2668.59,2710.67,1094950000,44950800000
bitcoin,Aug 01/ 2017,2871.3,2921.35,2685.61,2718.26,1324670000,47321800000
bitcoin,Jul 31/ 2017,2763.24,2889.62,2720.61,2875.34,860575000,45535800000
bitcoin,Jul 30/ 2017,2724.39,2758.53,2644.85,2757.18,705943000,44890700000
bitcoin,Jul 29/ 2017,2807.02,2808.76,2692.8,2726.45,803746000,46246700000
bitcoin,Jul 28/ 2017,2679.73,2897.45,2679.73,2809.01,1380100000,44144400000
bitcoin,Jul 27/ 2017,2538.71,2693.32,2529.34,2671.78,789104000,41816500000
bitcoin,Jul 26/ 2017,2577.77,2610.76,2450.8,2529.45,937404000,42455000000
bitcoin,Jul 25/ 2017,2757.5,2768.08,2480.96,2576.48,1460090000,45410100000
bitcoin,Jul 24/ 2017,2732.7,2777.26,2699.19,2754.86,866474000,44995600000
bitcoin,Jul 23/ 2017,2808.1,2832.18,2653.94,2730.4,1072840000,46231100000
bitcoin,Jul 22/ 2017,2668.63,2862.42,2657.71,2810.12,1177130000,43929600000
bitcoin,Jul 21/ 2017,2838.41,2838.41,2621.85,2667.76,1489450000,46719000000
bitcoin,Jul 20/ 2017,2269.89,2900.7,2269.89,2817.6,2249260000,37356800000
bitcoin,Jul 19/ 2017,2323.08,2397.17,2260.23,2273.43,1245100000,38227800000
bitcoin,Jul 18/ 2017,2233.52,2387.61,2164.77,2318.88,1512450000,36749400000
bitcoin,Jul 17/ 2017,1932.62,2230.49,1932.62,2228.41,1201760000,31795000000
bitcoin,Jul 16/ 2017,1991.98,2058.77,1843.03,1929.82,1182870000,32767600000
bitcoin,Jul 15/ 2017,2230.12,2231.14,1990.41,1998.86,993608000,36681300000
bitcoin,Jul 14/ 2017,2360.59,2363.25,2183.22,2233.34,882503000,38823100000
bitcoin,Jul 13/ 2017,2402.7,2425.22,2340.83,2357.9,835770000,39511000000
bitcoin,Jul 12/ 2017,2332.77,2423.71,2275.14,2398.84,1117410000,38355900000
bitcoin,Jul 11/ 2017,2385.89,2413.47,2296.81,2337.79,1329760000,39224200000
bitcoin,Jul 10/ 2017,2525.25,2537.16,2321.13,2372.56,1111200000,41509000000
bitcoin,Jul 09/ 2017,2572.61,2635.49,2517.59,2518.44,527856000,42283200000
bitcoin,Jul 08/ 2017,2520.27,2571.34,2492.31,2571.34,733330000,41417700000
bitcoin,Jul 07/ 2017,2608.59,2916.14,2498.87,2518.66,917412000,42864200000
bitcoin,Jul 06/ 2017,2608.1,2616.72,2581.69,2608.56,761957000,42851400000
bitcoin,Jul 05/ 2017,2602.87,2622.65,2538.55,2601.99,941566000,42760800000
bitcoin,Jul 04/ 2017,2561,2631.59,2559.35,2601.64,985516000,42067900000
bitcoin,Jul 03/ 2017,2498.56,2595,2480.47,2564.06,964112000,41037200000
bitcoin,Jul 02/ 2017,2436.4,2514.28,2394.84,2506.47,803747000,40010500000
bitcoin,Jul 01/ 2017,2492.6,2515.27,2419.23,2434.55,779914000,40928200000
bitcoin,Jun 30/ 2017,2539.24,2559.25,2478.43,2480.84,860273000,41689100000
bitcoin,Jun 29/ 2017,2567.56,2588.83,2510.48,2539.32,949979000,42150300000
bitcoin,Jun 28/ 2017,2553.03,2603.98,2484.42,2574.79,1183870000,41906700000
bitcoin,Jun 27/ 2017,2478.45,2552.45,2332.99,2552.45,1489790000,40677900000
bitcoin,Jun 26/ 2017,2590.57,2615.25,2376.29,2478.45,1663280000,42514000000
bitcoin,Jun 25/ 2017,2607.25,2682.26,2552.12,2589.41,1161100000,42783800000
bitcoin,Jun 24/ 2017,2738.52,2757.94,2583.19,2608.72,982750000,44932900000
bitcoin,Jun 23/ 2017,2707.34,2765.17,2706.37,2744.91,961319000,44415900000
bitcoin,Jun 22/ 2017,2691.03,2723.74,2642.36,2705.41,1097940000,44143700000
bitcoin,Jun 21/ 2017,2709.43,2772.01,2660.4,2689.1,1626580000,44440800000
bitcoin,Jun 20/ 2017,2591.26,2763.45,2589.82,2721.79,1854190000,42498000000
bitcoin,Jun 19/ 2017,2549.03,2662.85,2549.03,2589.6,1446840000,41800600000
bitcoin,Jun 18/ 2017,2655.35,2662.1,2516.33,2548.29,1178660000,43539300000
bitcoin,Jun 17/ 2017,2514.01,2685.19,2484.96,2655.88,1534510000,41217200000
bitcoin,Jun 16/ 2017,2469.57,2539.92,2385.15,2518.56,1195190000,40484100000
bitcoin,Jun 15/ 2017,2499.58,2534.71,2212.96,2464.58,2026260000,40971300000
